term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,tag56,tag57,tag58,tag59,tag60,tag61,tag62,tag63,tag64,tag65,tag66,tag67,tag68,meaninglanguage1,meaning1,meaninglanguage2,meaning2
sorge,Keine Sorge. Ich nehme meinen Tablet...,verb,ich,präsens,sorgen,umsorgen,vorsorgen,Substantiv,verb,präsens,sorgen,ich,substantiv,umsorgen,vorsorgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(die) care, concern, worry",,
erschrocken,...und Jan sehen sich erschrocken an.,Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"scared, fearful, terrified, frightened",,
geführt,"...Flasche Ingwerbier zu Gemüte geführt, und jetzt, wo die...",Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"guided, conducted, lead to",,
seltsames,...aus dem Schrank ein seltsames Seufzen:,Adjektiv,Pronomen,adjektiv,pronomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,strange,,
gemüte,"...eine Flasche Ingwerbier zu Gemüte geführt, und jetzt, wo...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der, -e) n. pl. mind, brain,",,
was meinst du wohl,"Was meinst du wohl, wie weit der Gang...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,what do you think,,
herumstöbern,...lieber wollte er weiter herumstöbern.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"to pry, to poke about, to snoop around",,
gesamtschule,Das heißt dann Gesamtschule.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"comprehensive school,   also goes to class 10 and has the possibility to change to the gymnasium to study higher levels and complete the arbitur",,
lehrlinge,Man nennt sie Lehrlinge oder Auszubildende (kurz: Azubis).,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"apprentices, novices",,
schulzeit,...der Realschule ist die Schulzeit nicht ganz vorbei.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,schooldays; school time,,
erkundigte,...das nächste Haus anfängt?“ erkundigte er sich.,verb,ich,indikativ,präteritum,erkundigen,Substantiv,verb,indikativ,ich,präteritum,substantiv,erkundigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v.  enquire, investigate, ask, question",,
tischler,"...Kaufmann oder -frau, als Tischler oder als Fabrikarbeiter?",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"n.  carpenter, woodworker, one who makes things out of wood, joiner",,
mauern,"Es sieht nur Mauern und Fenster, Wo ist…",verb,präsens,wir,untermauern,Substantiv,verb,präsens,wir,substantiv,untermauern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(die, -n) n. pl. stonewalls, walls",,
realschule,"Wählt es die Realschule, denkt man, es wird...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) secondary school,,
hauptschule,Die Hauptschule ist für all die...,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,secondary modern school,,
lehrstelle,...sehr viele Hauptschüler eine Lehrstelle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(die) apprenticeship place, place where training takes place",,
absolventen,"...heute sogar Abiturienten, also Absolventen des Gymnasiums.",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"graduates, alumni",,
auszubildende,...nennt sie Lehrlinge oder Auszubildende (kurz: Azubis).,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(der)  trainee,,
azubis,...Lehrlinge oder Auszubildende (kurz: Azubis).,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der, -s) n. pl. apprentices, trainees",,
installateure,"Friseure und Installateure, Elektriker und Bankkaufleute müssen...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(der) plumber,,
bankkaufleute,"...und Installateure, Elektriker und Bankkaufleute müssen ihren Beruf ja...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Bank clerks,,
reg dich bloß nicht so auf,Nein danke!“ „Reg dich bloß nicht so auf!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,just don't get so excited,,
traditionellerweise,Das geschieht in Deutschland traditionellerweise in der Praxis.,Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,traditionally,,
handelskammer,"...bei der Industrie- und Handelskammer) und werden Friseur-, Elektriker...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Bureau of Trade,,
tischlergeselle,"...werden Friseur-, Elektriker-oder Tischlergeselle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,journeyman carpenter,,
eingezogen,"...leer, seit wir hier eingezogen sind.“ „Dann müssen wir...",Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"moved in; collected, pulled in;",,
gesellen,...schon im Mittelalter gingen Gesellen nach ihrer Prüfung ein...,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der, -n) n. pl. qualified workers, journeymans",,
wanderschaft,"...Prüfung ein Jahr auf Wanderschaft, zogen von Stadt zu...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,wanderings,,
zogen,"...ein Jahr auf Wanderschaft, zogen von Stadt zu Stadt...",verb,wir,indikativ,präteritum,abziehen,anziehen,aufziehen,ausziehen,durchziehen,einziehen,herziehen,hinziehen,reinziehen,überziehen,umziehen,unterziehen,vorziehen,wegziehen,ziehen,zurückziehen,zusammenziehen,verb,indikativ,ziehen,ausziehen,wir,anziehen,präteritum,umziehen,zusammenziehen,zurückziehen,abziehen,aufziehen,durchziehen,einziehen,herziehen,hinziehen,reinziehen,überziehen,unterziehen,vorziehen,wegziehen,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"pull, tug, drag",,
geselle,...Jahren Berufspraxis kann der Geselle / die Gesellin eine zweite...,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der, -n) n. worker, companion, journeyman",,
abschlussprüfung,...Hauptschüler später noch die Abschlussprüfung der Realschule machen.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) final examination,,
langfristige,...guten Chancen auf eine langfristige Arbeitsstelle.,Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"langfristig adj. long term, long period, long range",,
entscheiden,...vermute Sie haben zu entscheiden ob Sie mehr Verantwortung...,verb,präsens,wir,Adjektiv,Substantiv,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"decide, choose",,
stimmte,"Das stimmte, das war wirklich meine…",verb,ich,indikativ,präteritum,abstimmen,anstimmen,beistimmen,einstimmen,stimmen,übereinstimmen,zustimmen,verb,indikativ,ich,abstimmen,präteritum,zustimmen,stimmen,übereinstimmen,einstimmen,beistimmen,anstimmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"agree, attuned, correspond, to be right;
to vote",,
einflößend,Es sah Furcht einflößend aus mit all den…,verb,präsens,partizip,einflößen,verb,präsens,partizip,einflößen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"instilling, infusing",,
selbstsüchtigen,"…ihrer Lieblingsgeschichten, die vom selbstsüchtigen Riesen, der keine Kinder…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,selfish,,
steil,"…dicht bewachsenen Abhang, der steil abfiel zum Ufer eines…",Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,steep,,
ertrunken,"…wie Berge, die darin ertrunken waren.",verb,ich,perfekt,ertrinken,Adjektiv,adjektiv,verb,ich,perfekt,ertrinken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,drowned,,
schaffen,Werde ich alles zeitlich schaffen,verb,präsens,wir,abschaffen,anschaffen,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"make, do; manage, handle; create, produce, cause, make happen; work, labor",,
voll,Voll Panik sieht Nina ihren...,Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"adv. completely, entirely, to the full, totally",,
abteil,Sie ist allein im Abteil und will eine Illustrierte…,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(das) compartment,,
illustrierte,…Abteil und will eine Illustrierte lesen.,verb,ich,indikativ,präteritum,illustrieren,verb,indikativ,ich,präteritum,illustrieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(die)  magazine, glossy, (v) I/he/she/it illustrated",,
unangenehm,"…die Wahrheit ist so unangenehm, dass man am liebsten…",Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"unpleasant, comfortable",,
sonderangebot,"…Nur 120 Euro im Sonderangebot, das letzte Exemplar.",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"special deal, sale",,
währenddessen,Währenddessen steht seine Freundin Hanna…,Adverb,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"meanwhile, in the intervening time",,
grauenhaft,"…ihr, dass er einfach grauenhaft ist?“, denkt Marc.",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"Gruesome, atrocious",,
schnäppchen,…das war ein richtiges Schnäppchen. Nur 120 Euro im…,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(das) bargain,,
anlügen,…möchte sie auch nicht anlügen. Also greift er zu…,verb,ich,futur,verb,futur,ich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,lie to,,
greift,…auch nicht anlügen. Also greift er zu einer besonderen…,verb,präsens,er/sie/es,angreifen,aufgreifen,eingreifen,greifen,zurückgreifen,verb,präsens,angreifen,er/sie/es,eingreifen,zurückgreifen,aufgreifen,greifen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"finger, touch, feel, grasp, hold, comprehend",,
beleidigend,"…so, dass es nicht beleidigend ist:",verb,präsens,partizip,beleidigen,Adjektiv,adjektiv,verb,präsens,partizip,beleidigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"harmful, abusive",,
quittung,…ihrer Handtasche nach der Quittung.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,receipt (die),,
außergewöhnlich,…dieser Hut ist wirklich außergewöhnlich!,Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"bizar, strange, unusual, phenomenal, out of the ordinary, extraordinary, striking; outstanding, notable, conspicuous, prominent",,
ehrliche,"…gerne mag, möchte eine ehrliche Meinung zu etwas.",Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"sincere, truthful, candid, frank",,
apfelsinen,So viele Apfelsinen?,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die Apfelsine) orange,,
schwesterherz,"Schwesterherz, Sams Klamotten sind total…",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,little sister,,
schaf,Und ein Schaf für meinen Hals.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(das) Sheep,,
achso,,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brieffreund,Er ist mein Brieffreund.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(der) pen pal,,
hundefutter,"Wir brauchen Eier, Äpfel, Hundefutter!",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(das) Dog Food,,
dienstboten,Meine... Deine Dienstboten?“,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"servant, attendant",,
sarong,Der Sarong sieht doch gut aus.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,type of skirt,,
blöd,Wie blöd!,Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"stupid, dumb, foolish",,
messen,Dann müssen wir Sie messen.,verb,präsens,wir,abmeßen,abmessen,meßen,Substantiv,verb,präsens,wir,substantiv,abmeßen,meßen,abmessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die Messe) exhibition; fair; mass,,
brustumfang,Brustumfang.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der) chest circumference, bust measurement",,
hüftumfang,Hüftumfang.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"hip measurement, waist measurement",,
beinlänge,Und die Beinlänge.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) leg length,,
merkwürdig,Das ist merkwürdig.,Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"curious, odd, remarkable",,
heiligabend,Heiligabend,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(der) Christmas eve,,
dächern,Auf den Dächern und den Straßen liegt…,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Roofs,,
sausen,Die Kinder sausen um den Baum und…,verb,präsens,wir,Substantiv,verb,präsens,wir,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"to move quickly, hurry, rush, run",,
weihnachtsfiguren,"…Kerzen, Kugeln, Perlenketten und Weihnachtsfiguren.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,christmas figures,,
augenklappe,"Er trägt eine Augenklappe, Alle lieben Onkel Drosselmeyer;…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,nf.  eye patch,,
kugeln,"…der Tannenbaum mit Kerzen, Kugeln, Perlenketten und Weihnachtsfiguren.",verb,präsens,wir,Substantiv,verb,präsens,wir,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,balls,,
unterhält,Man unterhält sich und lacht.,verb,präsens,er/sie/es,unterhalten,verb,präsens,er/sie/es,unterhalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v. entertain, amuse, interest; talk, converse; keep, look after, maintain; support",,
weihnachtssüßigkeiten,"…mit Spielzeug, Schmuck und Weihnachtssüßigkeiten.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Christmas sweets,,
geschmückt,…die Fenster mit Weihnachtsdekorationen geschmückt.,Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"ornamented, decorated",,
weihnachtslieder,Die Kinder singen Weihnachtslieder in den Straßen.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"Christmas carols, christmas songs",,
tannenbaum,"Im Wohnzimmer steht der Tannenbaum mit Kerzen, Kugeln, Perlenketten…",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Christmas tree,,
perlenketten,"…Tannenbaum mit Kerzen, Kugeln, Perlenketten und Weihnachtsfiguren.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,string of pearls (das),,
bescherung,…freuen sich auf die Bescherung.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,giving of gifts,,
puppen,Sie liebt Puppen und hat sehr viele.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,doll,,
spielsachen,…ist klug und kann Spielsachen bauen.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) toys (lit. play things),,
hüpft,"…Drosselmeyer!“, ruft Clara und hüpft ganz aufgeregt.",verb,präsens,er/sie/es,hüpfen,Substantiv,verb,hüpfen,präsens,substantiv,er/sie/es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"to jump, spring, leap, skip",,
herzlich,Pfarrer begrüßt den Großvater herzlich,Adjektiv,Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"heartily, sincerely, warmly, cordially, kindly",,
weht,Der Wind weht und es schneit.,verb,präsens,er/sie/es,wehen,Substantiv,verb,präsens,wehen,substantiv,er/sie/es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"blow, wave, whiffle, flutter, waft, drift",,
drinnen,Aber hier drinnen ist es warm und…,Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"indoors, inside, within",,
resigniert,"…sein“, denkt Karo halb resigniert, halb amüsiert.",verb,präsens,er/sie/es,resignieren,verb,präsens,er/sie/es,resignieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"resigned {adj} {past-p} ,    resignedly {adv}",,
konstanz,,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
becher,...und nahm dankbar den Becher.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der) cup, mug, large cup",,
gehören,,verb,präsens,wir,angehören,Substantiv,verb,präsens,wir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,to belong,,
besitzt,"Und bedauerlicherweise besitzt dein Vater etwas, das...",verb,präsens,du,besitzen,verb,präsens,du,besitzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"possess, control",,
volk,"...zwingt den Pharao, das Volk nach Israel gehen zu...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(das; -:er) nation, people, populace, folk, crowd",,
dutzend,...auch immer mindestens ein Dutzend mit.,Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,dozen,,
raus,"Wir müssen unbedingt raus aus dem Wald“, sagt...",Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,outside,,
weltklasse,...was für eine Stimme! Weltklasse!,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) world-class,,
kümmern,Wir kümmern uns für Leute um...,verb,präsens,wir,verb,präsens,wir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"look after, take care of",,
sachlich,"...war perfekt. Ausführlich, detailliert, sachlich.",Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"factually, realistically, practically",,
reingeschrieben,"Ich habe alles reingeschrieben, was er wissen soll...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"recorded, inscribed",,
beleidigt,"...wissen soll!“, sagt Anton beleidigt.",verb,präsens,er/sie/es,beleidigen,Adjektiv,adjektiv,verb,präsens,er/sie/es,beleidigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"insulted, affronted, offended",,
ausdrücken,Oder wie es Anton ausdrücken würde: „Man kann es...,verb,ich,futur,Substantiv,verb,futur,ich,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,expressions,,
übersieht,...und dabei viel Gutes übersieht.,verb,präsens,er/sie/es,übersehen,verb,präsens,er/sie/es,übersehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"overlooks, misses",,
ärgere,"...versucht, ihn zu trösten: „Ärgere dich nicht! Ich glaube, dein Chef ist mit seinem eigenen Leben so unglücklich, dass er unbedingt auch andere unglücklich machen muss. Deswegen sucht er immer ein Haar in jeder Suppe.“",verb,ich,präsens,ärgern,verb,präsens,ich,ärgern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,get angry,,
trösten,"...Luigi versucht, ihn zu trösten: „Ärgere dich nicht! Ich...",verb,präsens,wir,verb,präsens,wir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v.  comfort, console, relieve, soothe",,
anmerken,"Digory ließ sich nicht anmerken, wie aufgeregt er war.",verb,ich,futur,verb,futur,ich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"pay attention , notice",,
